queue_length,farmers_ahead,active_counters,total_counters,average_processing_time,quantity,crop_type,centre_capacity,historical_load,time_of_day,day_of_week,wait_time
14,23,1,5,8.444139407447832,219,Sugarcane,92,46,8.429793699239497,3,196.3294384059974
34,15,3,2,7.540278225035767,990,Wheat,63,60,8.060232009554921,2,49.01393358512423
54,32,1,5,11.87425064207751,653,Cotton,117,37,16.69909222881396,0,397.90263276062916
49,11,5,3,4.4769778974417695,102,Rice,63,69,14.412641068917573,1,26.192860208376775
9,33,1,4,9.017671267548678,328,Sugarcane,192,62,13.876666541328817,3,306.0383441099228
59,6,3,3,5.642428981430481,328,Cotton,194,60,13.137940163279676,0,31.946549591634287
37,10,1,3,8.218649637847676,442,Sugarcane,141,95,15.267291772963663,5,103.00787814976448
58,30,3,3,10.23792617430015,240,Maize,187,37,15.361656050283191,1,118.11643600993588
5,28,1,3,5.973814425348371,156,Maize,66,80,17.352513679431233,3,176.52537805795774
22,12,1,6,7.146876371865188,315,Maize,185,91,10.444105000008525,3,100.13438529393513
36,30,3,2,11.606144594243194,742,Cotton,51,72,15.85198809868333,5,124.55544078578947
51,1,1,4,10.091845901762476,213,Cotton,114,99,17.91157740225804,3,34.96114258854555
53,38,2,4,8.581785476094684,802,Maize,168,72,8.290218595300377,2,181.54995459890566
15,14,4,3,5.775979102453734,854,Cotton,148,32,11.73985425730984,2,24.88087739611973
25,10,2,4,7.402443499820665,393,Maize,156,45,12.36035867609939,1,42.6202114929167
30,33,4,5,10.19249055239938,926,Rice,166,75,16.21832331668208,1,88.50811486080428
29,38,2,4,10.564344624879809,127,Maize,58,80,8.137434153648554,0,215.86381258551907
26,3,4,3,5.956849585139191,637,Wheat,191,69,13.986195321350689,4,4.014501831248355
31,10,1,4,9.296481683336154,695,Rice,123,40,16.92578810015292,0,107.08545861388664
53,28,3,2,4.760023936987199,958,Maize,71,27,9.476270584525217,5,59.92724463318888
17,1,3,3,4.1856984596037154,420,Wheat,65,89,9.155736168629797,4,8.39628102220055
37,15,5,6,8.389391387464169,941,Maize,143,83,17.997864387066695,3,33.77779871863389
38,38,4,2,5.79503883424343,813,Rice,135,69,16.259589346989895,3,62.175336343148146
45,12,5,4,4.631296249937063,672,Maize,81,21,14.97418515414104,0,14.481477048283821
39,36,5,6,9.83862650316184,796,Cotton,60,91,11.989812325954523,6,82.29738945140647
5,16,4,2,7.98379670691716,857,Maize,69,89,16.539629741688838,6,36.11084985383854
25,20,3,5,10.370216087667604,612,Rice,133,25,17.227730055410106,2,72.06619343916984
52,18,4,2,9.311553917444456,854,Sugarcane,116,41,15.32408548065399,2,52.25297367926535
59,6,1,6,9.83843951932392,131,Maize,93,65,11.980947797464918,1,81.83287762327271
10,37,5,5,6.458884650367199,846,Cotton,144,80,13.835371078352136,1,51.06943160200833
32,7,5,4,6.106206605465891,510,Rice,155,54,8.985172629730899,0,13.813154521753628
21,12,4,3,8.80699913676209,496,Wheat,184,81,9.580204751076245,2,34.08559239855266
9,36,5,4,5.600657123184675,116,Sugarcane,143,88,15.830373428921408,3,41.20323313598128
35,1,3,3,10.523296925056169,700,Maize,103,76,8.29315472153112,5,10.02548815138497
9,10,5,3,8.18336135179391,151,Rice,131,44,8.491959973023846,3,16.055268010863532
42,23,4,6,5.815919458782088,469,Cotton,62,92,13.080234915859528,2,40.28105027372693
7,5,3,5,9.001345858639269,263,Cotton,82,44,9.705292762587074,0,12.536770535423504
57,25,3,5,11.560285880668943,402,Rice,184,52,10.93704077650797,1,113.14652457646615
27,6,5,2,4.656757812726193,549,Cotton,60,27,11.98831424787042,6,4.395415510873628
41,38,4,4,4.874761658508024,643,Sugarcane,119,32,13.22255400652237,0,54.00398941792329
57,18,5,6,10.75071317490672,809,Wheat,70,80,10.83534721277298,2,57.8786704290778
41,5,1,4,4.876750196534989,601,Cotton,81,27,12.835464690924894,0,32.601337459172825
14,28,1,2,4.315002954823902,450,Cotton,182,46,11.706845791551316,2,128.25978072061866
14,38,3,2,6.783444648371783,478,Wheat,155,73,8.810311095780168,6,86.44755839535753
23,1,5,6,7.733647079372781,538,Sugarcane,142,22,16.67127383035256,0,1.0
21,18,1,2,8.555555493525517,300,Sugarcane,84,52,10.81365903205251,6,161.3376355744409
25,3,2,6,8.058401860514,206,Sugarcane,96,47,14.093732661473084,4,15.797839655106209
18,5,1,2,11.305476501264907,604,Cotton,61,71,13.698002152718846,3,70.93701174171585
13,36,5,5,10.149344803133099,483,Cotton,86,48,9.991667823496634,4,72.63097325833687
50,27,5,6,11.870482046893686,947,Sugarcane,93,80,8.299581704304007,2,81.19835562623794
5,29,1,5,7.811643385802578,956,Cotton,71,92,16.56931414811984,3,232.80946815824078
55,6,5,5,4.674636878713431,395,Maize,188,80,12.97689855477267,4,23.32576106588423
49,8,5,6,11.644245143542996,127,Cotton,136,41,12.144675147527142,5,28.845375523006908
17,24,2,4,4.032905292712779,436,Sugarcane,104,91,15.62910515031349,0,54.63597961140029
8,32,3,3,10.208768110712388,386,Rice,59,76,8.33158921717284,0,109.69587678197979
5,0,5,2,4.250256246173436,730,Sugarcane,166,64,15.652152837183756,3,1.0
53,5,4,2,10.089713525213106,442,Rice,129,49,12.089144633737234,2,26.203768810638888
44,17,3,4,11.503511518784434,130,Cotton,125,98,13.51623705320333,5,82.8853602471123
36,9,3,3,7.114082378648375,765,Cotton,137,33,15.524392405465417,4,33.93806571957191
38,27,4,4,5.927718809757741,871,Rice,146,99,13.46810592023354,2,50.46117798715989
32,10,1,3,5.810233220094647,586,Sugarcane,67,67,8.61772223461511,6,73.83184147925712
35,32,2,6,7.933741153201627,718,Wheat,160,37,15.286008912297188,0,137.7880885545285
12,0,5,6,5.367096286054332,350,Wheat,134,51,15.863416339967856,1,1.0
43,12,1,5,9.383389045277696,462,Sugarcane,114,57,12.618931580385729,1,131.46011298829492
30,36,4,5,6.946818859906999,206,Cotton,172,72,12.390594063171548,2,69.74130839963492
38,19,2,6,6.584875939226072,605,Rice,157,34,10.519255596355379,0,73.7840379551924
58,0,2,5,7.690284610051656,541,Rice,172,56,14.44162757431136,0,19.385155325796884
58,2,2,6,8.340700019518014,216,Sugarcane,80,68,16.819885139891294,1,26.68304224707707
7,17,4,4,5.135442098070366,344,Sugarcane,196,52,14.559687408649841,1,22.31188487751959
54,13,1,2,9.662106910374746,178,Maize,138,32,15.713248890094714,5,144.72658137207745
16,30,5,6,11.06357679924261,840,Rice,162,90,16.374556446713292,4,73.48355434241483
5,26,2,6,6.223895329609454,585,Maize,67,83,10.261441932639858,4,85.70299841323354
58,16,2,6,5.4431272146358785,122,Cotton,119,38,12.021043341170895,6,60.129521442257726
48,28,1,5,10.084043389752509,296,Rice,56,75,12.359596151936879,1,298.7102338256196
9,35,2,5,5.468333790125196,460,Sugarcane,50,56,13.589003648810795,6,98.41018638873314
34,36,2,5,4.330041282903653,799,Sugarcane,151,77,8.491821213359309,2,89.51800198850498
34,25,4,5,8.953945763062231,526,Cotton,148,28,13.884071710226527,5,61.70028413460089
21,16,3,4,5.918011330442802,316,Wheat,136,23,8.885214833834329,3,36.37562467089024
52,21,1,6,5.374483271428478,858,Maize,129,90,16.065698912805917,0,138.53225304829277
51,24,1,4,11.85282193371605,765,Sugarcane,108,32,17.63021987728105,0,304.45321857706324
27,1,1,5,6.334919867197821,806,Rice,83,82,10.897590058957942,0,22.453569926182883
19,21,4,4,11.227546321724287,727,Rice,188,82,13.066151248109417,4,64.73236326434849
41,4,4,6,5.425750127108834,295,Rice,57,80,16.231875450067683,1,13.179666770992693
25,3,5,6,10.55181705649948,666,Cotton,137,55,11.14654006047303,5,10.695211607627352
18,35,4,5,8.016150984387856,786,Wheat,102,27,9.577776933488137,5,67.45167445743883
6,5,1,6,4.628758152927962,542,Maize,192,46,15.390625237018742,4,26.78814352303745
15,20,5,4,9.86884234914858,558,Rice,77,45,14.983616211557877,1,38.0922823196855
55,12,3,3,11.13658697387824,558,Rice,191,64,13.699454606721712,6,58.71500894899193
43,36,2,6,5.304135922684172,583,Sugarcane,139,61,17.444367954338944,2,108.06889244936463
42,24,2,4,9.804721938689402,243,Wheat,106,33,17.551223034663018,4,129.71527443368706
38,25,5,4,7.560420152584991,413,Sugarcane,86,91,16.615494303810376,1,47.73785070121064
42,38,3,4,10.030963626053747,974,Cotton,51,71,10.930200854185934,2,140.0676466314104
54,19,2,6,9.711423585482446,828,Cotton,83,88,10.253659307523257,4,111.04589614016413
38,32,5,3,4.212801843704043,356,Maize,107,72,16.357406942938233,0,38.472086061405136
22,13,4,5,5.429768287737241,738,Cotton,122,70,14.513608913486458,2,18.548217158982123
34,35,1,5,7.768217943458195,573,Maize,157,96,11.961260303876895,4,295.77648845175474
19,16,3,6,11.468753375296643,784,Sugarcane,166,21,12.097564765672521,6,62.935843334301815
31,20,2,6,6.736587654038412,705,Rice,165,67,16.533321828885136,1,77.34565768469163
55,15,1,2,9.030987762241455,598,Rice,163,97,9.632472632239395,0,154.98938125191427
38,15,5,3,4.0966699641154305,318,Wheat,79,68,17.439734097962443,6,16.947760020254048
56,19,2,4,9.689015372375554,663,Cotton,132,78,14.332152935116365,1,113.20151784031555
42,28,1,4,8.824546102022437,630,Wheat,156,86,15.913577333744243,6,264.94526761798454
37,27,4,5,9.723157972926128,457,Wheat,108,99,11.708665544213604,3,74.57602710619287
28,7,3,6,11.237284904199559,336,Rice,169,28,13.868963602587236,3,27.53177408389668
19,23,5,3,5.17199146494248,782,Cotton,192,21,15.499904939613867,4,19.596697639491055
34,2,2,5,6.092716768064537,374,Rice,199,94,12.351299722078405,2,20.302549347903984
59,24,4,3,11.966247137345135,906,Wheat,124,62,12.87936341606241,5,89.91168666639989
46,18,3,6,5.250271668077016,975,Cotton,142,33,13.820798288641306,6,40.917848616247234
55,32,3,4,9.76501605220821,771,Rice,137,59,8.634069909315041,2,128.10591165822512
21,1,4,2,9.800607284087214,851,Maize,132,74,16.63186521357985,4,8.760092053180397
9,14,2,3,9.463949969884556,676,Maize,104,78,16.666779357525392,4,74.75109856548514
33,21,3,4,5.819524714516621,316,Sugarcane,182,66,10.814176728069842,5,54.72018572303046
8,9,5,3,5.721072505710966,658,Sugarcane,106,53,16.798225367722,0,3.78063302974582
14,17,1,3,9.330728544278305,496,Cotton,102,55,15.451948076587508,1,164.49349538960354
21,21,5,3,5.490001475673728,173,Sugarcane,50,52,12.831914078537357,5,23.748484309713064
14,26,3,6,9.292506653924299,775,Cotton,109,82,11.477640247280878,1,90.36378376914666
21,12,1,5,7.9402262562025445,809,Wheat,125,37,11.993789202534245,6,103.14188946701955
24,32,4,3,7.093030941195073,427,Maize,95,41,13.34418915431269,3,60.32571448705791
28,4,1,6,6.401858795023566,507,Cotton,53,24,12.125207018915912,3,37.0403921732868
9,25,1,2,11.580615466584934,247,Wheat,64,51,12.202383241091521,4,297.8935005518253
38,12,1,5,8.0647492619423,185,Maize,130,68,10.031233736235468,6,117.62410514373089
10,26,3,6,8.490015700087696,620,Rice,165,55,15.078120051561907,6,71.6521672092284
57,13,2,2,11.594048677494284,602,Wheat,61,92,14.095915729505707,2,95.89263502137966
6,23,3,5,9.231018544777069,864,Rice,50,33,17.919014870216227,6,68.68218665973016
17,2,2,6,11.66282342205462,331,Sugarcane,126,83,9.412442042024702,2,18.600329375196207
47,29,4,2,4.850933924181588,987,Cotton,79,51,9.137383487350208,0,47.58709757880297
47,34,4,6,10.773117054179231,597,Maize,183,28,13.159322991358003,3,102.4902786500826
52,13,4,2,6.683317024184727,522,Sugarcane,122,67,9.519907635100742,0,30.632973706872367
15,11,4,3,10.48390020056273,566,Wheat,99,71,14.106211510666819,1,34.35356989591293
55,27,4,3,10.845092993559827,346,Sugarcane,179,28,9.96115108669008,4,82.4382312129129
51,28,5,5,6.1719030891404465,469,Rice,55,51,12.829984978710389,2,45.033996997755246
27,16,3,2,7.270644932123831,612,Rice,124,29,14.113114498424205,3,41.038554183869124
59,39,2,3,9.808114834519232,878,Cotton,139,88,12.580407890349235,6,216.12758546873235
20,20,4,5,4.792445047175765,204,Sugarcane,141,30,11.19985304597185,3,22.228746417531717
35,22,5,4,10.044268274714721,333,Maize,126,77,15.823160826127934,5,52.25457955474947
15,19,5,3,4.883783408437952,557,Rice,125,47,16.54658024325841,4,19.50517894904712
58,10,5,3,11.315645858144464,356,Wheat,132,53,10.78049834246573,4,36.2614981326893
20,33,3,6,6.210714346370827,574,Sugarcane,67,72,16.133937346704773,5,73.011080547889
12,9,4,4,8.604794774938846,692,Maize,196,59,11.916340198383159,6,20.595758200273828
8,9,5,2,4.937228000610182,734,Maize,61,83,12.876236384925246,6,9.352628647139623
44,5,5,5,6.15594523729983,271,Maize,101,29,10.317496878343322,3,14.22603212809374
8,35,4,4,7.231640347896843,918,Maize,136,45,14.257237757616227,3,61.54292729990957
29,23,3,2,7.896391013464115,372,Rice,149,62,9.009267167769538,6,68.64226907665167
7,11,5,3,4.0005399811725955,970,Cotton,71,90,13.916375259707396,2,9.053138176125447
36,22,2,5,11.109246099043748,858,Sugarcane,151,63,17.89718081833754,2,131.05036670028468
7,26,1,5,4.061398476471017,974,Rice,111,90,15.534663072226222,4,117.39679855522064
31,36,1,4,10.189476503955401,987,Cotton,91,76,16.95039308634425,1,385.2288830720924
33,5,1,6,7.764631298850968,293,Maize,116,67,12.641955401945989,1,58.06742352145044
36,0,3,2,8.191040199211011,211,Wheat,186,98,9.421053403023313,4,15.901303924154677
54,5,5,4,5.666123834676327,122,Maize,192,81,10.884618938246913,4,16.335847199691013
55,21,1,6,8.858946802765633,993,Cotton,143,80,8.4902967421813,0,202.69070674436443
23,23,1,6,8.297855273355617,414,Cotton,171,86,13.018109724269486,6,205.27187501617405
25,24,4,6,5.313891252962363,301,Wheat,144,64,14.496668718933538,1,35.6817704800201
9,14,5,5,5.904952010793753,600,Rice,176,80,12.244833059788922,3,16.134623104803964
22,25,5,2,4.535229032099657,717,Wheat,71,90,13.632048989835985,0,27.675970304034873
32,7,4,2,4.530268576715621,705,Maize,103,21,11.207022483221406,0,12.47563317617663
46,23,5,4,4.1102062876194125,124,Sugarcane,174,93,8.85858093965514,5,30.475473305137175
26,37,2,3,5.76379460386467,756,Rice,107,66,12.319989924421884,4,119.22072191164416
25,5,3,4,9.437289819176446,607,Sugarcane,148,86,13.47797795361043,2,23.6294709659598
10,34,4,2,6.52972310513885,465,Sugarcane,68,48,17.82634793088623,0,54.49213561652018
5,0,1,5,6.741874158939013,630,Rice,191,82,11.472734045923962,4,9.767232324812708
9,35,5,4,5.055243146043558,821,Maize,71,44,14.77769657476997,0,31.484144939047738
45,11,2,3,8.60376534125136,693,Cotton,190,23,16.226244411622467,5,63.25579337531243
16,37,2,4,6.737149132373898,145,Maize,172,66,11.3539072770905,2,129.82967877226005
30,10,3,6,9.410534427441718,134,Cotton,105,88,17.299312391371576,4,46.27766664871082
50,11,2,3,9.931675750740428,301,Cotton,91,82,11.388312871699497,2,70.09969733857976
38,38,5,6,8.677543001987058,634,Rice,115,25,17.698043097478198,2,68.44094443488133
53,6,5,5,6.20855629449629,464,Rice,83,37,8.021569178726477,3,19.390482484880906
18,10,2,2,8.068862394698034,569,Wheat,78,55,14.341733233886787,2,52.432633995806924
30,35,5,4,6.015446437458427,399,Sugarcane,85,95,15.899262477501527,2,52.15525985048735
49,30,5,4,11.223302682831346,876,Sugarcane,167,76,10.800604189583122,2,81.92898556952333
31,32,1,6,10.131086000660458,515,Sugarcane,58,49,9.170502737035951,1,338.01940503859447
13,12,4,6,7.94404724804453,445,Sugarcane,134,33,8.243684408842235,3,22.475940611845807
30,17,5,2,11.723657145425172,448,Wheat,91,58,8.744069363624408,1,37.59393660617256
51,23,5,4,8.374043573841504,798,Cotton,116,21,13.430340427630345,2,43.50811201972374
26,8,3,2,6.628283815655585,909,Wheat,56,53,16.39167403545615,1,22.944581378199487
51,30,4,6,4.763738406352377,289,Rice,72,77,8.631308652654885,4,47.87250215912676
34,9,4,6,8.34996515850731,502,Maize,72,54,9.131803779317687,5,21.8473716940403
47,1,4,3,10.883332892650763,851,Cotton,65,53,8.051030021140932,5,19.05884773088061
52,37,2,6,10.933749825251589,448,Cotton,118,27,10.822773987635783,5,214.6527095127411
21,14,1,6,8.836536533461988,472,Wheat,62,62,17.212463861110514,1,130.1355043792798
30,2,1,2,7.147506905873702,738,Rice,59,82,10.762879978632984,4,38.16764798366232
40,30,3,3,9.202370464725439,604,Rice,108,81,12.408144470101547,0,109.14501093428876
5,5,4,3,10.097122836472316,390,Cotton,51,39,9.789573957516517,3,7.206788110666715
12,2,4,4,7.29299827515301,210,Wheat,178,71,9.162845364267689,5,3.8261412108807895
53,10,5,5,7.810033353719403,654,Sugarcane,103,65,9.823944466079885,1,24.06680473718503
39,14,2,4,9.444930459023544,602,Cotton,68,23,10.104328340810754,0,71.70211226605375
56,27,2,4,11.013220848821971,400,Sugarcane,146,81,9.302888257802659,2,167.2426741706402
19,9,3,4,10.328083025138199,745,Maize,77,29,15.915530115032727,6,35.109710332904406
51,37,1,3,4.1791309545627895,112,Rice,182,59,12.772456383903961,4,177.95405339547798
26,6,4,2,4.994978750276703,622,Cotton,125,24,13.397694275614892,5,13.248245285743085
18,14,3,6,10.822225442284175,201,Maize,68,37,11.746505752925575,1,57.35249780439561
30,17,2,3,10.670582624360268,296,Sugarcane,153,80,10.107428408530495,0,103.32544037272055
32,17,2,6,7.110454265189674,490,Cotton,91,76,8.939016645423193,5,75.46311368795348
27,23,2,6,8.674223378861324,154,Maize,84,82,8.759257030645887,0,113.18853076117092
18,1,4,5,11.24675985942917,282,Cotton,58,24,9.851420257456908,3,2.728486158149903
28,39,4,4,11.29246944805677,118,Maize,88,40,16.501761932985957,2,118.06584048928299
6,19,4,5,10.264742766087126,462,Maize,87,38,10.165451895784173,3,48.45018282307087
49,33,5,4,5.676711506877432,873,Sugarcane,64,42,11.54819591701042,1,46.97441919890729
30,25,1,3,9.84226245883156,572,Rice,158,88,13.727516437501642,2,259.5352005316663
18,6,2,6,4.808787458776453,108,Wheat,139,52,13.11413105008712,1,24.963906204886865
55,37,2,5,11.151507675636552,759,Maize,174,23,14.65820629731518,4,217.28607107577534
11,29,5,3,5.193190428629716,124,Rice,109,54,9.943148295510547,1,24.538347479455993
7,4,2,3,9.298789120891607,405,Wheat,111,78,13.240489287058553,5,17.686267918329488
51,10,2,4,8.88194619401879,683,Sugarcane,80,61,15.677491594402841,2,61.5721327990603
27,0,4,6,10.215197247036665,533,Cotton,79,94,11.875069547543639,6,10.638047711547038
50,33,4,4,8.412620018867644,521,Rice,115,68,17.718943983880617,1,79.45745381530693
47,0,1,4,4.476532603005857,933,Cotton,56,60,13.779494328927345,6,18.033352545307448
51,18,2,3,9.646770032353192,156,Cotton,161,96,14.74826557818649,3,111.02319183293876
49,1,3,4,7.0652364706821436,633,Wheat,152,97,12.590877396549544,0,22.61267937269446
22,20,2,2,6.562280009752879,923,Rice,160,68,16.578508439527347,1,73.35626510087789
42,19,2,6,11.933388396269878,647,Maize,87,90,12.514869239966878,2,133.3965353891043
39,22,1,4,8.723198127677822,278,Wheat,196,99,17.422803135846202,3,214.61344394626082
55,20,3,4,9.68575258615529,167,Rice,186,65,11.074905429885293,6,84.83658423719552
19,23,2,5,8.210609095485186,595,Maize,135,83,16.658194057520884,5,106.44293943580634
29,3,3,6,10.159781167613222,100,Cotton,183,69,14.39353173676378,2,15.218697293764347
59,11,4,6,10.016581883999802,147,Sugarcane,128,62,15.990546694056512,4,48.13707596181874
41,21,4,4,9.257168925441285,516,Sugarcane,197,46,8.377012845929215,0,58.25302173078087
32,19,3,2,11.981944491550214,763,Wheat,79,53,10.772796517532523,3,83.39743746015579
14,17,2,5,7.678348272665102,296,Maize,67,82,16.47078853808263,0,76.60106461812553
43,0,3,2,9.64953878638524,669,Maize,199,86,11.183336934224487,1,14.7655121165764
21,29,3,4,10.382223702439346,147,Sugarcane,137,46,15.126553533602724,6,96.80174372786549
43,32,4,6,7.008277676756355,454,Maize,144,26,17.92188814581423,0,66.9260932726602
26,23,3,6,7.657400220428949,333,Rice,67,42,9.77168749668703,1,63.039016289774494
30,13,5,2,11.753338131124682,536,Rice,110,85,12.175459405037415,5,37.539984652298756
48,35,5,3,4.258328137012865,799,Sugarcane,131,21,9.651267107661482,3,36.324540008299984
29,4,4,4,6.6823652316873146,993,Cotton,127,55,9.542864545109099,2,11.969254098754911
21,10,2,6,7.88970369870936,725,Cotton,184,77,14.330428265035916,6,50.00869886209765
17,23,2,3,4.011719944553522,189,Cotton,184,30,9.913760367674788,3,52.84414353273186
24,30,4,6,11.193016808052894,468,Sugarcane,114,26,12.826539489371537,2,87.28462353807168
29,12,2,6,6.2899552016972695,268,Wheat,89,85,17.779414736219692,5,47.84425581972245
8,15,1,3,6.061638656875554,462,Maize,165,98,11.331294820387587,2,97.03876867118726
14,23,5,2,10.562609562829934,972,Rice,73,50,16.736298466854628,0,46.6221209744791
7,12,1,4,6.223865828019803,276,Rice,59,65,11.963650614180963,6,78.9111391430593
45,23,1,3,9.260980751216179,599,Wheat,186,89,10.628649106124417,2,230.9924245693232
49,25,1,3,10.572025151215673,803,Maize,88,72,11.362517031157429,4,281.69821391294334
22,1,4,6,10.339814781682978,232,Cotton,180,87,9.27686477343791,4,13.848344328029132
51,15,1,3,10.255605899407431,271,Rice,157,65,14.78985155953763,0,175.15884059243527
40,37,3,4,4.709100558921879,629,Cotton,118,56,13.090199446862135,0,68.71392601703262
51,0,2,2,4.638775740578914,862,Cotton,56,95,14.138304631448765,3,21.139715292300668
26,10,4,2,6.4541602858991,540,Sugarcane,189,46,11.030927777301216,4,21.780657670348184
38,34,3,2,4.287583049568142,211,Sugarcane,72,44,14.534649654097024,5,56.282851753882454
51,28,3,4,8.003437892154114,139,Maize,138,31,9.645988882916475,4,87.33045198665009
12,36,5,6,7.158256530161746,201,Rice,66,79,14.524727160011986,2,46.24530141879609
44,16,5,4,8.456207300345193,468,Sugarcane,127,36,8.81138158184274,3,34.00490805209483
53,38,3,3,6.390308309357524,273,Maize,114,69,12.002731555530104,3,99.64167735181833
48,27,5,5,7.886032023923416,925,Wheat,135,95,14.097530487071474,3,58.177362435654196
23,28,2,5,6.67795812687243,440,Cotton,77,28,16.553175446092105,1,99.44669738895966
46,2,2,5,5.561664737786469,913,Rice,107,48,16.124150260948383,2,16.34691031319429
45,9,5,2,9.19493344910252,295,Rice,67,44,13.26950077017588,0,25.474268450117098
41,13,1,4,9.38748721199348,683,Maize,159,34,16.83370697368143,6,138.69538418924222
10,11,3,4,10.633853541998,281,Sugarcane,170,28,13.059029652524405,6,41.6453265279099
56,29,2,2,10.998014265229799,852,Cotton,93,32,13.171667156215616,5,175.33474891665082
30,31,5,3,9.635695234943324,900,Cotton,113,66,15.205536466773474,3,66.17215496955184
38,31,5,5,9.499984693580096,422,Rice,86,63,16.777823227711384,2,65.87752137076762
49,31,2,5,4.45340532269178,212,Rice,52,22,14.027164962920855,5,83.76521679262252
10,25,2,2,4.878233931665372,951,Cotton,63,93,17.441917559196536,2,67.92007189921242
41,0,1,5,10.500501683126988,774,Wheat,184,37,10.325860660526137,2,12.435378937866771
37,1,5,6,5.8636100929890524,650,Maize,194,29,17.243094290323953,4,4.906997693749327
57,16,5,4,6.844520481736664,334,Wheat,132,55,10.216529552412192,6,34.192967613834234
26,29,4,5,5.1623788294070145,604,Sugarcane,182,76,13.264154971449862,5,40.44818406927573
25,38,1,5,5.561215748599352,170,Wheat,128,22,15.960317962239664,0,218.63657737575284
10,6,2,6,10.20333788296165,318,Wheat,101,39,16.01584167296808,3,29.902643857297214
10,26,2,3,6.094876956124306,616,Sugarcane,158,37,10.781592621694644,0,81.76243729490098
59,8,3,3,7.592279730113521,852,Maize,75,68,17.858952202966414,0,45.87021158982828
52,21,2,6,5.213370984473914,264,Cotton,126,56,8.806034221194848,4,74.04953015025305
8,33,5,3,9.423439250528789,612,Wheat,80,39,8.347827470655746,0,55.319149953038206
34,0,2,2,9.82615787306781,480,Maize,89,93,16.415294590437338,6,15.692351107702434
15,8,5,6,6.8935385431897105,283,Sugarcane,81,83,16.190189105753802,0,15.415690418733316
34,19,5,4,10.277973168982005,468,Maize,150,41,15.128174464133533,2,39.76492076317967
35,18,1,4,5.919253215377012,547,Wheat,53,40,16.50774024114927,2,120.1902661596243
28,35,2,4,9.535230896801249,107,Cotton,130,99,9.375592562273537,3,181.00301778501944
59,39,1,5,9.83971665136363,719,Sugarcane,133,54,8.956875449297593,6,404.56008584495476
13,3,5,6,11.74925902231021,481,Sugarcane,124,20,17.694026331109296,1,1.0
59,8,2,6,5.85857332149373,481,Wheat,91,31,14.242379927925455,3,40.20364517126848
7,21,2,3,4.749683840342022,547,Maize,146,32,17.198467471931323,3,55.0538034197617
55,17,1,6,6.104283378318293,796,Cotton,152,27,17.064432242122315,6,119.73234912011989
35,11,1,6,4.982897572656952,895,Sugarcane,96,50,14.531398393695,2,71.19606456958266
44,38,5,3,5.357554467954477,253,Wheat,67,24,14.284745129296567,0,46.322236158199075
41,8,5,6,6.672916094847795,133,Wheat,51,63,11.599458039734788,6,20.08539458791543
40,5,2,6,7.311925973776007,596,Rice,154,70,9.491100559519923,4,37.54169668726574
28,18,2,2,11.229793806011036,963,Rice,151,44,14.866049526758754,5,109.59776160245119
35,6,4,3,5.564926172000169,121,Maize,137,64,16.178605699463965,6,17.441202564220426
10,15,4,2,11.77407180736973,479,Wheat,53,32,13.446237500375037,3,44.27189842617479
6,4,3,5,10.481225679169373,247,Maize,56,54,8.50869140115347,1,12.315352209036206
24,15,5,3,11.051771119147528,762,Maize,106,51,9.449177056937692,3,38.355929278058305
32,0,3,6,11.435551917921948,678,Cotton,79,91,9.019603384152086,0,11.754465573691817
15,36,3,6,10.025929577128966,689,Rice,139,41,14.578316486290033,3,121.65598758749151
8,38,1,2,10.310238652936489,843,Maize,85,25,13.647890871368679,0,390.7878425463828
19,18,1,2,7.502546372844956,650,Cotton,148,68,12.665002939436807,0,142.44317001604293
10,36,4,5,8.08360187740995,776,Cotton,162,30,13.434085559009647,4,71.85375188213278
58,16,3,5,11.459883414133074,198,Rice,196,90,10.75954842354258,4,84.78928356076649
53,25,4,6,7.026047292421196,740,Rice,51,34,16.047271715216603,5,52.82917639108856
34,21,5,4,4.335576584513658,630,Wheat,191,87,11.285452513725057,5,28.87298201036929
42,7,2,5,10.102035083798183,370,Maize,162,59,14.443011938862274,3,49.21393170740072
55,32,1,6,8.585260093740146,100,Cotton,149,53,11.908742466319774,5,290.39733696911645
6,1,5,5,10.519007698746492,386,Wheat,153,49,8.721665249729957,4,1.0
19,29,5,3,4.604410132887697,279,Maize,161,38,10.569514244211959,1,28.187829950124804
15,19,1,2,8.969855923806318,355,Maize,84,81,17.650983273954687,6,177.95796694367252
12,17,1,6,5.981647103926064,273,Wheat,198,81,9.905371204414903,2,107.47979001475046
30,9,3,5,11.226148755955872,953,Cotton,194,57,9.049286935611073,5,40.41728828975832
55,23,4,2,4.879279517933965,149,Wheat,131,49,10.911521922269834,6,39.35144693547042
49,3,5,4,10.744554181800504,631,Maize,81,51,16.77925907964656,6,21.43708399685201
48,36,3,5,4.708434015775283,716,Wheat,183,44,11.060264243263589,3,69.8045744393434
9,3,3,6,4.200778843975985,289,Wheat,78,31,12.173801396292133,5,7.556668670126431
10,12,5,3,5.8804754403353785,850,Maize,112,28,11.100769213023677,4,9.67881052923955
30,24,5,2,6.66435632741347,142,Rice,174,56,17.8897356270468,1,37.47022617953261
58,12,2,2,9.01223017449497,616,Cotton,145,36,17.998750991412933,2,73.74391765437196
8,17,4,3,5.05379677888843,859,Maize,130,54,12.827727532503182,5,17.25313755772565
23,23,5,6,7.4986394687286,165,Rice,181,79,15.848257095685199,1,36.271424648855294
